title,price,location,beds,baths,area,url,property_type,purpose,creation_date
KANAL ULTRA MODERN SUPER STYLISH LUXURY BUNGALOW FOR SALE WITH 15 KV SOLAR,10 Crore,"DHA Phase 7 - Block Z1, DHA Phase 7",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_z1_kanal_ultra_modern_super_stylish_luxury_bungalow_for_sale_with_15_kv_solar-54396000-1633-1.html,House,For Sale,16 hours ago
Brand New 20-Marla Modern Marvel Elegant Bungalow For Sale At Super Hot Location,6.75 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_brand_new_20-marla_modern_marvel_elegant_bungalow_for_sale_at_super_hot_location-54037436-1450-1.html,House,For Sale,16 hours ago
Brand New 20-Marla Modern Marvel Elegant Bungalow For Sale At Super Hot Location,8.75 Crore,"DHA Phase 6 - Block L, DHA Phase 6",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_l_brand_new_20-marla_modern_marvel_elegant_bungalow_for_sale_at_super_hot_location-54225587-1620-1.html,House,For Sale,16 hours ago
Ready To sale A Prime Location House 4 Marla In Main Boulevard DHA Defence Lahore,2.79 Crore,"Main Boulevard DHA Defence, DHA Defence",4,4,4 Marla,https://www.zameen.com/Property/dha_defence_main_boulevard_dha_defence_ready_to_sale_a_prime_location_house_4_marla_in_main_boulevard_dha_defence_lahore-54449675-8234-1.html,House,For Sale,16 hours ago
Get Your Hands On Prime Location House In Lahore Best Area,3.3 Crore,"New Iqbal Park Cantt, Cantt",4,4,10 Marla,https://www.zameen.com/Property/cantt_new_iqbal_park_cantt_get_your_hands_on_prime_location_house_in_lahore_best_area-54449523-8398-1.html,House,For Sale,16 hours ago
General Villa For Sale On Shami Road,20 Crore,"Shami Road, Cantt",5,6,1.5 Kanal,https://www.zameen.com/Property/cantt_shami_road_general_villa_for_sale_on_shami_road-54267722-3675-1.html,House,For Sale,9 hours ago
15 Marla House Is Available For Sale In Askari 10 Sector S Lahore,10.3 Crore,"Askari 10 - Sector S, Askari 10",5,6,15 Marla,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_15_marla_house_is_available_for_sale_in_askari_10_sector_s_lahore-54249918-21434-1.html,House,For Sale,9 hours ago
Contemporary Luxury 10 Marla House Available In DHA Phase 6 Lahore,4.9 Crore,"DHA Phase 6, DHA Defence",4,5,10 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_6_contemporary_luxury_10_marla_house_available_in_dha_phase_6_lahore-54057330-1448-1.html,House,For Sale,8 hours ago
Ultra Modern 10 Marla Luxury Bungalow for Sale in DHA Phase 5 Lahore,5.4 Crore,"DHA Phase 5, DHA Defence",4,5,10 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_5_ultra_modern_10_marla_luxury_bungalow_for_sale_in_dha_phase_5_lahore-54055297-1447-1.html,House,For Sale,8 hours ago
Full Basement 1 Kanal Most Reasonable Price House For Sale At Prime Location Owner Very Needy Best Deal,7.75 Crore,"DHA Phase 5, DHA Defence",6,7,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_5_full_basement_1_kanal_most_reasonable_price_house_for_sale_at_prime_location_owner_very_needy_best_deal-54424479-1447-1.html,House,For Sale,8 hours ago
Ultra-Modern 10 Marla House for Sale in Prime Block DHA Phase 4 Lahore,5 Crore,"DHA Phase 4, DHA Defence",4,5,10 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_4_ultra-modern_10_marla_house_for_sale_in_prime_block_dha_phase_4_lahore-54052375-1446-1.html,House,For Sale,8 hours ago
"10 Marla House for Sale in Tauheed Block, Bahria Town Lahore Easy 3-Year Payment Plan",3.99 Crore,"Bahria Town - Tauheed Block, Bahria Town - Sector F",5,6,10 Marla,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_10_marla_house_for_sale_in_tauheed_block_bahria_town_lahore_easy_3-year_payment_plan-54452391-11864-1.html,House,For Sale,8 hours ago
One Kanal Used Modern Design Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market.,7.5 Crore,"DHA Phase 2 - Block R, DHA Phase 2",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_2_dha_phase_2_-_block_r_one_kanal_used_modern_design_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-53604858-1571-1.html,House,For Sale,6 hours ago
One Kanal Brand New Luxury Ultra-Modern Design Most Beautiful Fully Furnished Bungalow 2 Servant Quarter In Basement For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market.,19.25 Crore,"DHA Phase 6 - Block K, DHA Phase 6",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_k_one_kanal_brand_new_luxury_ultra-modern_design_most_beautiful_fully_furnished_bungalow_2_servant_quarter_in_basement_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-54327264-1619-1.html,House,For Sale,6 hours ago
11 Marla Corner Used Modern Design Most Beautiful Well Maintained Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market,5.6 Crore,"DHA Phase 4 - Block GG, DHA Phase 4",4,5,11 Marla,https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_gg_11_marla_corner_used_modern_design_most_beautiful_well_maintained_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-54399064-1595-1.html,House,For Sale,6 hours ago
One Kanal Brand New Luxury Ultra-Modern Design Most Beautiful Owner Build Full Basement Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market.,13.5 Crore,"DHA Phase 4 - Block DD, DHA Phase 4",6,7,1 Kanal,https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_dd_one_kanal_brand_new_luxury_ultra-modern_design_most_beautiful_owner_build_full_basement_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-54429294-1592-1.html,House,For Sale,6 hours ago
One Kanal Used Modern Design Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market.,7.65 Crore,"DHA Phase 4 - Block EE, DHA Phase 4",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_ee_one_kanal_used_modern_design_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-54429350-1593-1.html,House,For Sale,6 hours ago
HOUSE AVAILABLE FOR SALE IN G3 BLOCK AT PRIME LOCATION,7 Crore,"Johar Town Phase 2 - Block G3, Johar Town Phase 2",5,5,1 Kanal,https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_g3_house_available_for_sale_in_g3_block_at_prime_location-54111376-3963-1.html,House,For Sale,6 hours ago
"Reasonably-Priced 20 Marla House In DHA Phase 7, Lahore Is Available As Of Now",7.49 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_reasonably-priced_20_marla_house_in_dha_phase_7_lahore_is_available_as_of_now-54042208-1450-1.html,House,For Sale,6 hours ago
DHA Phase 7 | 10 Marla Ultra Luxury Top Notch Modern House | Big Lawn & Beautiful Rooftop | 100% Original Deal,5.75 Crore,"DHA Phase 7, DHA Defence",4,5,10 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_7_dha_phase_7_10_marla_ultra_luxury_top_notch_modern_house_big_lawn_beautiful_rooftop_100_original_deal-54038253-1450-1.html,House,For Sale,6 hours ago
"Modern Designed Luxury Bungalow Fully Furnished With Complete Basement Swimming Pool & Home Theatre, Lift for Sale",24.8 Crore,"DHA Phase 6 - Block K, DHA Phase 6",6,7,1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_k_modern_designed_luxury_bungalow_fully_furnished_with_complete_basement_swimming_pool_home_theatre_lift_for_sale-54081179-1619-1.html,House,For Sale,21 hours ago
"Luxurious Fully Furnished 1-Kanal Modern Bungalow With Full Basement In DHA Phase 5 4 Bed Elegant Living, Prime Location & Motivated Seller Deal By Wall Green Realtors",12.45 Crore,"DHA Phase 5, DHA Defence",4,5,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_5_luxurious_fully_furnished_1-kanal_modern_bungalow_with_full_basement_in_dha_phase_5_4_bed_elegant_living_prime_location_motivated_seller_deal_by_wall_green_realtors-54048513-1447-1.html,House,For Sale,21 hours ago
Ready To Move One Bed Luxury Apartment Available For Sale In Dream Gardens Lahore,58 Lakh,"Dream Gardens, Defence Road",1,1,2.2 Marla,https://www.zameen.com/Property/defence_road_dream_gardens_ready_to_move_one_bed_luxury_apartment_available_for_sale_in_dream_gardens_lahore-54448595-4393-1.html,Flat,For Sale,22 hours ago
Stunning 1 Kanal Full Basement Modern Designer House Featuring A Spacious Indoor Pool In Basement,14 Crore,"DHA Phase 6 - Block K, DHA Phase 6",6,7,1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_k_stunning_1_kanal_full_basement_modern_designer_house_featuring_a_spacious_indoor_pool_in_basement-54364095-1619-1.html,House,For Sale,1 day ago
1 Kanal Modern Design Used Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid And Commercial Market,6.95 Crore,"DHA Phase 3 - Block W, DHA Phase 3",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_3_dha_phase_3_-_block_w_1_kanal_modern_design_used_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_and_commercial_market-54147163-1584-1.html,House,For Sale,1 day ago
Brand New 5-Marla Modern Marvel Elegant Bungalow For Sale At Super Hot Location,2.55 Crore,"DHA 9 Town, DHA Defence",4,5,5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_brand_new_5-marla_modern_marvel_elegant_bungalow_for_sale_at_super_hot_location-54322391-1452-1.html,House,For Sale,16 hours ago
sale A House In Lahore Prime Location,1.75 Crore,"Bahria Nasheman - Iris, Bahria Nasheman",3,3,5 Marla,https://www.zameen.com/Property/bahria_nasheman_bahria_nasheman_-_iris_sale_a_house_in_lahore_prime_location-54449828-4512-1.html,House,For Sale,16 hours ago
"1 Kanal Top Quality Build Luxurious Beautiful Ultra Modern Design Villa With Basement For Sale In DHA Lahore Phase 7 Prime Location, Near RAYA. .",7.45 Crore,"DHA Phase 7, DHA Defence",5,7,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_top_quality_build_luxurious_beautiful_ultra_modern_design_villa_with_basement_for_sale_in_dha_lahore_phase_7_prime_location_near_raya-54275859-1450-1.html,House,For Sale,16 hours ago
100% ORIGNAL KANAL ULTRA MODERN SUPER LUXURY BUNGALOW FOR SALE ON TOP LACTION,11.95 Crore,"DHA Phase 6, DHA Defence",6,7,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_100_orignal_kanal_ultra_modern_super_luxury_bungalow_for_sale_on_top_laction-54435684-1448-1.html,House,For Sale,17 hours ago
KANAL FURNISEH EYE CATCHING SUPERB LUXURY BUNGALOW FOR SALE ON TOP LOCATION,7.95 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_kanal_furniseh_eye_catching_superb_luxury_bungalow_for_sale_on_top_location-53011299-1450-1.html,House,For Sale,17 hours ago
House With Basement For Sale On Main Boulevard In Sector D Askari 10,11 Crore,"Askari 10 - Sector D, Askari 10",5,6,1 Kanal,https://www.zameen.com/Property/askari_10_askari_10_-_sector_d_house_with_basement_for_sale_on_main_boulevard_in_sector_d_askari_10-54219570-9435-1.html,House,For Sale,9 hours ago
House With Basement For Sale On Main Boulevard In Sector B Askari 10,11 Crore,"Askari 10 - Sector B, Askari 10",5,6,1 Kanal,https://www.zameen.com/Property/askari_10_askari_10_-_sector_b_house_with_basement_for_sale_on_main_boulevard_in_sector_b_askari_10-54219562-9433-1.html,House,For Sale,9 hours ago
5 Marla House for Sale in DHA Lahore Phase 9 Town Block E | 3-Year Easy Payment Plan,2.69 Crore,"DHA 9 Town - Block E, DHA 9 Town",3,4,5 Marla,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_e_5_marla_house_for_sale_in_dha_lahore_phase_9_town_block_e_3-year_easy_payment_plan-54452361-10563-1.html,House,For Sale,8 hours ago
Brand New 5 Marla Luxury House | Premium Construction | Prime Location Jinnah Block,2.55 Crore,"Bahria Town - Jinnah Block, Bahria Town - Sector E",3,4,5 Marla,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_brand_new_5_marla_luxury_house_premium_construction_prime_location_jinnah_block-53871115-1804-1.html,House,For Sale,8 hours ago
1 Kanal Beautifully Designed Modern House for Sale in DHA Phase 7,7.5 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_beautifully_designed_modern_house_for_sale_in_dha_phase_7-54436572-1450-1.html,House,For Sale,8 hours ago
"5 Marla House for Sale in Alamgir Extension Block, Bahria Town Lahore Easy 3-Year Installment Plan",2.19 Crore,"Bahria Town - Alamgir Block Extension, Bahria Town - Sector F",3,4,5 Marla,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_alamgir_block_extension_5_marla_house_for_sale_in_alamgir_extension_block_bahria_town_lahore_easy_3-year_installment_plan-54452291-18778-1.html,House,For Sale,8 hours ago
5 Marla House for Sale in Bahria Orchard Phase 2 Low Cost Sector F | Easy 3-Year Installment Plan,1.89 Crore,"Low Cost - Block F, Low Cost Sector",3,3,5 Marla,https://www.zameen.com/Property/low_cost_sector_low_cost_-_block_f_5_marla_house_for_sale_in_bahria_orchard_phase_2_low_cost_sector_f_easy_3-year_installment_plan-54452231-8191-1.html,House,For Sale,8 hours ago
Affordable 5 Marla Dream House With Premium Finishings,2.55 Crore,"DHA 9 Town - Block D, DHA 9 Town",3,4,5 Marla,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_d_affordable_5_marla_dream_house_with_premium_finishings-54192607-8176-1.html,House,For Sale,6 hours ago
Prime Location 5 Marla House For Sale DHA 9 Town Lahore,3.19 Crore,"DHA 9 Town - Block A, DHA 9 Town",3,4,5 Marla,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_a_prime_location_5_marla_house_for_sale_dha_9_town_lahore-54192403-8173-1.html,House,For Sale,6 hours ago
Beautifully Designed 5 Marla House Featuring Modern Architecture & Spacious Living in DHA 9 Town,3.19 Crore,"DHA 9 Town, DHA Defence",3,4,5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_beautifully_designed_5_marla_house_featuring_modern_architecture_spacious_living_in_dha_9_town-54192279-1452-1.html,House,For Sale,6 hours ago
1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa For Sale In DHA Lahore Phase 7 Prime Location,6.89 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_top_quality_build_luxurious_beautiful_modern_design_villa_for_sale_in_dha_lahore_phase_7_prime_location-54059731-1450-1.html,House,For Sale,6 hours ago
10 Marla Top Quality Build Luxurious Beautiful Modern Design Villa For Sale In DHA Lahore Phase 7 Prime Location,5.19 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",4,5,10 Marla,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_10_marla_top_quality_build_luxurious_beautiful_modern_design_villa_for_sale_in_dha_lahore_phase_7_prime_location-54058990-1632-1.html,House,For Sale,6 hours ago
Elegant 10 Marla Designer Home With Prime Location DHA Phase 7,5.99 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",4,5,10 Marla,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_elegant_10_marla_designer_home_with_prime_location_dha_phase_7-54043480-1632-1.html,House,For Sale,6 hours ago
Top Notch Ultra Luxury 1 Kanal Brand New Bungalow | Near Raya Fairways | DHA Phase 7,7.75 Crore,"DHA Phase 7 - Block W, DHA Phase 7",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_w_top_notch_ultra_luxury_1_kanal_brand_new_bungalow_near_raya_fairways_dha_phase_7-54042981-1630-1.html,House,For Sale,6 hours ago
10 Marla Top Quality Build Luxurious Beautiful Ultra Modern Design Villa For Sale In DHA Lahore Phase 7 Prime Location,5.75 Crore,"DHA Phase 7, DHA Defence",4,5,10 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_7_10_marla_top_quality_build_luxurious_beautiful_ultra_modern_design_villa_for_sale_in_dha_lahore_phase_7_prime_location-54042687-1450-1.html,House,For Sale,6 hours ago
5 Marla Modern Design House Available For Sale In DHA Very Affordable Price,2.75 Crore,"DHA 9 Town, DHA Defence",3,4,5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_modern_design_house_available_for_sale_in_dha_very_affordable_price-54141372-1452-1.html,House,For Sale,1 day ago
Near To Carrefour 1 Kanal Modern Design Dream Palace House For Sale,6.5 Crore,"DHA Phase 7 - Block U, DHA Phase 7",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_u_near_to_carrefour_1_kanal_modern_design_dream_palace_house_for_sale-54315249-1628-1.html,House,For Sale,1 day ago
1 KANAL ULTRA MODERN HOUSE FOR SALE IN BAHRIA TOWN SECTOR C LAHORE,8 Crore,"Bahria Town - Sector C, Bahria Town",6,6,1 Kanal,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_1_kanal_ultra_modern_house_for_sale_in_bahria_town_sector_c_lahore-54309389-1784-1.html,House,For Sale,1 day ago
1 KANAL MODERN HOUSE FOR SALE IN TARIQ GARDEN,6.4 Crore,"Tariq Gardens, Lahore",6,6,1 Kanal,https://www.zameen.com/Property/lahore_tariq_gardens_1_kanal_modern_house_for_sale_in_tariq_garden-54419992-1356-1.html,House,For Sale,1 day ago
Prime Location In LDA Avenue House Sized 10 Marla For Sale,3.99 Crore,"LDA Avenue, Lahore",6,6,10 Marla,https://www.zameen.com/Property/lahore_lda_avenue_prime_location_in_lda_avenue_house_sized_10_marla_for_sale-54344033-547-1.html,House,For Sale,1 day ago
1 Kanal Luxury House for Sale | 5 Bedrooms | Near DHA Raya & Dolmen Mall | DHA Lahore,7.75 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_luxury_house_for_sale_5_bedrooms_near_dha_raya_dolmen_mall_dha_lahore-54440105-1450-1.html,House,For Sale,17 hours ago
1 Kanal Luxury House for Sale | 5 Bedrooms | Near DHA Raya & Dolmen Mall | DHA Lahore,8.95 Crore,"DHA Phase 6, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_luxury_house_for_sale_5_bedrooms_near_dha_raya_dolmen_mall_dha_lahore-54440066-1448-1.html,House,For Sale,17 hours ago
"Good Offer Overseas Client 5 Marla Near To Park, Masjid Commercial Brand New House For Sale In DHA Phase 9",2.55 Crore,"DHA 9 Town - Block A, DHA 9 Town",3,5,5 Marla,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_a_good_offer_overseas_client_5_marla_near_to_park_masjid_commercial_brand_new_house_for_sale_in_dha_phase_9-54133608-8173-1.html,House,For Sale,17 hours ago
