title,price,location,beds,baths,area,url,property_type,purpose,creation_date
100% ORIGINAL ADD FULLY FURNISHED MODERN DESIGN SOLAR INSTALLED -,8.75 Crore,"DHA Phase 6 - Block J, DHA Phase 6",5,7,1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_j_100_original_add_fully_furnished_modern_design_solar_installed_--53646711-1618-1.html,House,For Sale,18 hours ago
5 Marla Designers Beautiful House Available For Sale,2.85 Crore,"DHA 9 Town, DHA Defence",3,4,5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_designers_beautiful_house_available_for_sale-54407186-1452-1.html,House,For Sale,19 hours ago
5 MARLA Brand New House For Sale In DHA 9 At Prime Location,2.45 Crore,"DHA 9 Town, DHA Defence",3,4,5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_brand_new_house_for_sale_in_dha_9_at_prime_location-54421961-1452-1.html,House,For Sale,12 hours ago
110% Orginally ADDS Brand New 5-Marla Modern Marvel Elegant Bungalow For Sale At Super Hot Location,2.6 Crore,"DHA 9 Town, DHA Defence",3,4,5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_110_orginally_adds_brand_new_5-marla_modern_marvel_elegant_bungalow_for_sale_at_super_hot_location-54225509-1452-1.html,House,For Sale,12 hours ago
Owner Needy Argent Sale Prime Location 1 Kanal Fully Updated House In DHA Phase 7,7.25 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_owner_needy_argent_sale_prime_location_1_kanal_fully_updated_house_in_dha_phase_7-54236297-1450-1.html,House,For Sale,12 hours ago
Buying A Prime Location House In Park View City - Crystal Block?,3.8 Crore,"Park View City - Crystal Block, Park View City",5,5,10 Marla,https://www.zameen.com/Property/park_view_city_park_view_city_-_crystal_block_buying_a_prime_location_house_in_park_view_city_-_crystal_block-54438700-17960-1.html,House,For Sale,12 hours ago
Double Storey 5 Marla House Available In Park View City - Executive Block For Sale,2.45 Crore,"Park View City - Executive Block, Park View City",4,4,5 Marla,https://www.zameen.com/Property/park_view_city_park_view_city_-_executive_block_double_storey_5_marla_house_available_in_park_view_city_-_executive_block_for_sale-54433107-17598-1.html,House,For Sale,13 hours ago
Brand New Apartment For Sale In Sector-S Askari-10,4.12 Crore,"Askari 10 - Sector S, Askari 10",4,5,12 Marla,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_brand_new_apartment_for_sale_in_sector-s_askari-10-54209746-21434-1.html,Flat,For Sale,9 hours ago
Fully Renovated House For Sale In Sector-D Askari-10,6.5 Crore,"Askari 10 - Sector D, Askari 10",4,5,10 Marla,https://www.zameen.com/Property/askari_10_askari_10_-_sector_d_fully_renovated_house_for_sale_in_sector-d_askari-10-54155093-9435-1.html,House,For Sale,9 hours ago
Get In Touch Now To Buy A House In Marghzar Officers Colony - Block G Lahore,6.6 Crore,"Marghzar Officers Colony - Block G, Marghzar Officers Colony",6,6,1 Kanal,https://www.zameen.com/Property/marghzar_officers_colony_marghzar_officers_colony_-_block_g_get_in_touch_now_to_buy_a_house_in_marghzar_officers_colony_-_block_g_lahore-53790166-4018-1.html,House,For Sale,7 hours ago
Brand New 4 Marla House For Sale In Marghzar Officers Colony - Block C Lahore,2.1 Crore,"Marghzar Officers Colony - Block C, Marghzar Officers Colony",4,5,4 Marla,https://www.zameen.com/Property/marghzar_officers_colony_marghzar_officers_colony_-_block_c_brand_new_4_marla_house_for_sale_in_marghzar_officers_colony_-_block_c_lahore-50957511-4014-1.html,House,For Sale,7 hours ago
10 Marla Brand New House For Sale,4.5 Crore,"Bismillah Housing Scheme, GT Road",5,6,10 Marla,https://www.zameen.com/Property/gt_road_bismillah_housing_scheme_10_marla_brand_new_house_for_sale-53428246-8446-1.html,House,For Sale,7 hours ago
On Excellent Location House For sale In Beautiful Bismillah Housing Scheme - Iqbal Block,2.8 Crore,"Bismillah Housing Scheme - Iqbal Block, Bismillah Housing Scheme",N/A,N/A,7 Marla,https://www.zameen.com/Property/bismillah_housing_scheme_bismillah_housing_scheme_-_iqbal_block_on_excellent_location_house_for_sale_in_beautiful_bismillah_housing_scheme_-_iqbal_block-53738355-15555-1.html,House,For Sale,7 hours ago
Brand New 5-Marla Modern Marvel Elegant Bungalow For Sale At Super Hot Location,2.3 Crore,"DHA 9 Town - Block B, DHA 9 Town",3,4,5 Marla,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_b_brand_new_5-marla_modern_marvel_elegant_bungalow_for_sale_at_super_hot_location-53909156-8174-1.html,House,For Sale,7 hours ago
5 MARLA HOUSE AVAIALBLE FOR SALE,2.6 Crore,"Allama Iqbal Town, Lahore",4,5,5 Marla,https://www.zameen.com/Property/lahore_allama_iqbal_town_5_marla_house_avaialble_for_sale-53087112-58-1.html,House,For Sale,6 hours ago
Well-constructed Brand New House Available For sale In Allama Iqbal Town,2.75 Crore,"Allama Iqbal Town, Lahore",4,5,3.2 Marla,https://www.zameen.com/Property/lahore_allama_iqbal_town_well-constructed_brand_new_house_available_for_sale_in_allama_iqbal_town-53117408-58-1.html,House,For Sale,6 hours ago
10 Marla House Is Available For Sale In Allama Iqbal Town - Kamran Block,3.95 Crore,"Allama Iqbal Town - Kamran Block, Allama Iqbal Town",5,5,10 Marla,https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_-_kamran_block_10_marla_house_is_available_for_sale_in_allama_iqbal_town_-_kamran_block-49721515-3519-1.html,House,For Sale,6 hours ago
House In Kareem Market Amongst Commercial Plazas,9.5 Crore,"Allama Iqbal Town - Karim Block, Allama Iqbal Town",5,5,10 Marla,https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_-_karim_block_house_in_kareem_market_amongst_commercial_plazas-54226220-3520-1.html,House,For Sale,6 hours ago
Book A 10 Marla House In Allama Iqbal Town,4.25 Crore,"Allama Iqbal Town - Karim Block, Allama Iqbal Town",5,5,10 Marla,https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_-_karim_block_book_a_10_marla_house_in_allama_iqbal_town-53927099-3520-1.html,House,For Sale,6 hours ago
5 Marla House For Sale Available In Allama Iqbal Town,2.7 Crore,"Allama Iqbal Town - Nizam Block, Allama Iqbal Town",4,4,5 Marla,https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_-_nizam_block_5_marla_house_for_sale_available_in_allama_iqbal_town-54137090-3524-1.html,House,For Sale,6 hours ago
A Perfect House Awaits You In Allama Iqbal Town - Gulshan Block Lahore,4.1 Crore,"Allama Iqbal Town - Gulshan Block, Allama Iqbal Town",4,4,10 Marla,https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_-_gulshan_block_a_perfect_house_awaits_you_in_allama_iqbal_town_-_gulshan_block_lahore-54226153-3535-1.html,House,For Sale,6 hours ago
20 Marla House Is Available For Sale,7.35 Crore,"Allama Iqbal Town - Nishtar Block, Allama Iqbal Town",5,5,1 Kanal,https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_-_nishtar_block_20_marla_house_is_available_for_sale-54226154-3543-1.html,House,For Sale,6 hours ago
10-Marla Spainish Bungalow For Sale at Top Location Near Raya Fairways,5.1 Crore,"DHA Phase 6, DHA Defence",4,5,10 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_6_10-marla_spainish_bungalow_for_sale_at_top_location_near_raya_fairways-54137836-1448-1.html,House,For Sale,19 hours ago
"10 Marla Brand New Modern House For Sale In DHA Phase 7, Y Block Top Location & Facing Park",6.85 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",3,4,10 Marla,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_10_marla_brand_new_modern_house_for_sale_in_dha_phase_7_y_block_top_location_facing_park-54449796-1632-1.html,House,For Sale,19 hours ago
For Sale: *Stunning 2 Kanal House (1+1) In Prime Location,24.5 Crore,"DHA Phase 6 - Block L, DHA Phase 6",6,7,2 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_l_for_sale_stunning_2_kanal_house_1_1_in_prime_location-53198366-1620-1.html,House,For Sale,19 hours ago
Brand New Aesthetically Designed 4 bed 13 Marla Apartment in Askari 10 Sec-G!,5.6 Crore,"Askari 10, Askari",4,4,13 Marla,https://www.zameen.com/Property/askari_askari_10_brand_new_aesthetically_designed_4_bed_13_marla_apartment_in_askari_10_sec-g-54449519-1011-1.html,Flat,For Sale,20 hours ago
10 Marla Brand New Home For Sale,3.6 Crore,"LDA Avenue - Block M, LDA Avenue",6,7,10 Marla,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_m_10_marla_brand_new_home_for_sale-54122391-8170-1.html,House,For Sale,20 hours ago
Prime Location House Is Available For Sale In Park View City - Jasmine Block,4.8 Crore,"Park View City - Jasmine Block, Park View City",5,5,10 Marla,https://www.zameen.com/Property/park_view_city_park_view_city_-_jasmine_block_prime_location_house_is_available_for_sale_in_park_view_city_-_jasmine_block-54433103-4134-1.html,House,For Sale,13 hours ago
2 Bedroom Apartment For Sale In Gulberg Lahore,3.1 Crore,"Gulberg, Lahore",2,2,4.5 Marla,https://www.zameen.com/Property/lahore_gulberg_2_bedroom_apartment_for_sale_in_gulberg_lahore-51748055-7-1.html,Flat,For Sale,13 hours ago
1 Kanal House In PASSCO Housing Society Is Available For sale,6.25 Crore,"PASSCO Housing Society, Lahore",5,6,1 Kanal,https://www.zameen.com/Property/lahore_passco_housing_society_1_kanal_house_in_passco_housing_society_is_available_for_sale-54450386-1559-1.html,House,For Sale,14 hours ago
One Kanal Brand New Victorian Ultra Luxury Supreme Location House In DHA Lahore,7.5 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",6,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_one_kanal_brand_new_victorian_ultra_luxury_supreme_location_house_in_dha_lahore-54236284-1632-1.html,House,For Sale,14 hours ago
Brand New 2035 SQFT Beautifully Designed Modern Apartment For Sale In DHA Phase 8 Ex Air Avenue Luxury Appartment,3 Crore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",3,4,9 Marla,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_brand_new_2035_sqft_beautifully_designed_modern_apartment_for_sale_in_dha_phase_8_ex_air_avenue_luxury_appartment-54451188-407-1.html,Flat,For Sale,14 hours ago
Apartment For Sale In Sector-S Askari-10,4.5 Crore,"Askari 10 - Sector S, Askari 10",4,5,12 Marla,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_apartment_for_sale_in_sector-s_askari-10-54155420-21434-1.html,Flat,For Sale,9 hours ago
Apartment For Sale In Sector-F Askari-10,3.85 Crore,"Askari 10 - Sector F, Askari 10",3,3,10 Marla,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_apartment_for_sale_in_sector-f_askari-10-54291380-10542-1.html,Flat,For Sale,9 hours ago
10 Marla Brand New Ultra Modern Designed Luxury Bungalow for Sale At Prime Location In DHA Phase 7 Near By Park And McDonald Original Pictures Are Attached,5.8 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",4,5,10 Marla,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_10_marla_brand_new_ultra_modern_designed_luxury_bungalow_for_sale_at_prime_location_in_dha_phase_7_near_by_park_and_mcdonald_original_pictures_are_attached-54422968-1632-1.html,House,For Sale,7 hours ago
1 bed Apartment for Sale on Easy Installments Bahria Downtown,90 Lakh,"Bahria Town - Sector E, Bahria Town",1,1,2.2 Marla,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_1_bed_apartment_for_sale_on_easy_installments_bahria_downtown-54299746-1802-1.html,Flat,For Sale,7 hours ago
1 Kanal Brand New Ultra Modern Designed Fully Furnished Luxury Bungalow for Sale At Prime Location In DHA Phase 7 Near By Park And McDonald Original Pictures Are Attached,14 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_1_kanal_brand_new_ultra_modern_designed_fully_furnished_luxury_bungalow_for_sale_at_prime_location_in_dha_phase_7_near_by_park_and_mcdonald_original_pictures_are_attached-54048918-1632-1.html,House,For Sale,7 hours ago
10 Marla Like Brand New With Basement 10 KV Solar System With A. C Luxury Ultra Modern Designed Bungalow For Sale At Prime Location In DHA Phase 7 Near By Park And McDonald,6.1 Crore,"DHA Phase 7, DHA Defence",5,6,10 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_7_10_marla_like_brand_new_with_basement_10_kv_solar_system_with_a_c_luxury_ultra_modern_designed_bungalow_for_sale_at_prime_location_in_dha_phase_7_near_by_park_and_mcdonald-54288648-1450-1.html,House,For Sale,7 hours ago
1 Kanal Brand New Luxury Ultra Modern Designed Fully Furnished Bungalow for Sale At Prime Location In DHA Phase 7 Near By Park And McDonald And Raya Fairway Commercial Original Pictures Are Attached,15.4 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_brand_new_luxury_ultra_modern_designed_fully_furnished_bungalow_for_sale_at_prime_location_in_dha_phase_7_near_by_park_and_mcdonald_and_raya_fairway_commercial_original_pictures_are_attached-54301227-1450-1.html,House,For Sale,7 hours ago
Brand New 10 Marla House For Sale In Allama Iqbal Town - Gulshan Block Lahore,7 Crore,"Allama Iqbal Town - Gulshan Block, Allama Iqbal Town",6,6,10 Marla,https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_-_gulshan_block_brand_new_10_marla_house_for_sale_in_allama_iqbal_town_-_gulshan_block_lahore-54226214-3535-1.html,House,For Sale,6 hours ago
Idyllic Corner House Available In Allama Iqbal Town - Nishtar Block For sale,4.55 Crore,"Allama Iqbal Town - Nishtar Block, Allama Iqbal Town",5,5,10 Marla,https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_-_nishtar_block_idyllic_corner_house_available_in_allama_iqbal_town_-_nishtar_block_for_sale-54226239-3543-1.html,House,For Sale,6 hours ago
Fair-Priced 10 Marla House Available In Allama Iqbal Town - Umar Block,4.95 Crore,"Allama Iqbal Town - Umar Block, Allama Iqbal Town",5,5,10 Marla,https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_-_umar_block_fair-priced_10_marla_house_available_in_allama_iqbal_town_-_umar_block-54226273-3538-1.html,House,For Sale,6 hours ago
Centrally Located House In Allama Iqbal Town - Nargis Block Is Available For sale,2.49 Crore,"Allama Iqbal Town - Nargis Block, Allama Iqbal Town",4,4,5 Marla,https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_-_nargis_block_centrally_located_house_in_allama_iqbal_town_-_nargis_block_is_available_for_sale-54233609-3540-1.html,House,For Sale,6 hours ago
House Of 10 Marla For sale In Allama Iqbal Town - Karim Block,3.99 Crore,"Allama Iqbal Town - Karim Block, Allama Iqbal Town",5,5,10 Marla,https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_-_karim_block_house_of_10_marla_for_sale_in_allama_iqbal_town_-_karim_block-54243163-3520-1.html,House,For Sale,6 hours ago
Buying A House In Lahore,27.5 Crore,"DHA Phase 6 - Block K, DHA Phase 6",6,7,2 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_k_buying_a_house_in_lahore-53009867-1619-1.html,House,For Sale,6 hours ago
One Kanal Brand New Luxury Ultra-Modern Design Most Beautiful Bungalow 2 Servant Quarter In Basement For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market.,14.35 Crore,"DHA Phase 8 - Block W, DHA Phase 8",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_block_w_one_kanal_brand_new_luxury_ultra-modern_design_most_beautiful_bungalow_2_servant_quarter_in_basement_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-53053944-1638-1.html,House,For Sale,6 hours ago
Corner 1 Kanal House In Allama Iqbal Town,15 Crore,"Allama Iqbal Town, Lahore",6,6,1 Kanal,https://www.zameen.com/Property/lahore_allama_iqbal_town_corner_1_kanal_house_in_allama_iqbal_town-54281025-58-1.html,House,For Sale,6 hours ago
10 Marla Ultra Luxury Modern House A Masterpiece Of Design Near Park and Macdonold,5.6 Crore,"DHA Phase 7, DHA Defence",4,5,10 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_7_10_marla_ultra_luxury_modern_house_a_masterpiece_of_design_near_park_and_macdonold-54392477-1450-1.html,House,For Sale,20 hours ago
1 Kanal Well-Kept Corner House For Sale Self-Constructed House,7.5 Crore,"DHA Phase 4, DHA Defence",3,3,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_4_1_kanal_well-kept_corner_house_for_sale_self-constructed_house-54340093-1446-1.html,House,For Sale,20 hours ago
Phase 7 - A+ Construction Kanal Modern House For Sale,11.5 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_phase_7_-_a_construction_kanal_modern_house_for_sale-54340047-1450-1.html,House,For Sale,20 hours ago
"DHA Phase 6 Kanal Modern House For Sale , Brand new",12.25 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_dha_phase_6_kanal_modern_house_for_sale_brand_new-54330706-1450-1.html,House,For Sale,20 hours ago
"DHA Phase 6 02 Kanal Modern House For Sale Fully Furnished, Brandnew",31.75 Crore,"DHA Phase 6, DHA Defence",5,6,2 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_dha_phase_6_02_kanal_modern_house_for_sale_fully_furnished_brandnew-54329361-1448-1.html,House,For Sale,20 hours ago
12 marla house for sale in Lake City ( direct meeting with owner ),6.1 Crore,"Lake City, Raiwind Road",5,6,12 Marla,https://www.zameen.com/Property/raiwind_road_lake_city_12_marla_house_for_sale_in_lake_city_direct_meeting_with_owner-54451145-1103-1.html,House,For Sale,14 hours ago
16 Marla Corner House For Sale In B Black Tech Society Canal Road Lahore,9.8 Crore,"TECH Society, Lahore",7,N/A,16 Marla,https://www.zameen.com/Property/lahore_tech_society_16_marla_corner_house_for_sale_in_b_black_tech_society_canal_road_lahore-53960390-417-1.html,House,For Sale,15 hours ago
3 Kanal Ultra-Luxury Modern Residence In Phase 7 Y Block_ A Masterpiece Of Contemporary Living 2 Street From Park,23.05 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",6,7,3 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_3_kanal_ultra-luxury_modern_residence_in_phase_7_y_block_a_masterpiece_of_contemporary_living_2_street_from_park-54258530-1632-1.html,House,For Sale,15 hours ago
Brand new 5 Marla Beautifully Designed Modern House for Rent in DHA Phase 9 Town,2.35 Crore,"DHA 9 Town - Block A, DHA 9 Town",3,4,5 Marla,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_a_brand_new_5_marla_beautifully_designed_modern_house_for_rent_in_dha_phase_9_town-54451057-8173-1.html,House,For Sale,15 hours ago
Prime Location House For sale Situated In Punjab University Phase 2 - Block B,2.4 Crore,"Punjab University Phase 2 - Block B, Punjab University Society Phase 2",5,5,5 Marla,https://www.zameen.com/Property/punjab_university_society_phase_2_punjab_university_phase_2_-_block_b_prime_location_house_for_sale_situated_in_punjab_university_phase_2_-_block_b-54449035-12806-1.html,House,For Sale,15 hours ago
Brand New Apartment For Sale In Sector-S Askari-10,4.15 Crore,"Askari 10 - Sector S, Askari 10",4,5,13 Marla,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_brand_new_apartment_for_sale_in_sector-s_askari-10-54267817-21434-1.html,Flat,For Sale,9 hours ago
House With Basement For Sale In Sector-C Askari-10,6.7 Crore,"Askari 10 - Sector C, Askari 10",4,5,12 Marla,https://www.zameen.com/Property/askari_10_askari_10_-_sector_c_house_with_basement_for_sale_in_sector-c_askari-10-54267801-9434-1.html,House,For Sale,9 hours ago
5 Marla Modren Designer House For Sale in DHA,2.48 Crore,"DHA 9 Town, DHA Defence",3,4,5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_modren_designer_house_for_sale_in_dha-54363383-1452-1.html,House,For Sale,7 hours ago
1 Kanal Brand New 100ft Road Ultra Modern Designed Luxury Bungalow For Sale At Prime Location In DHA Phase 7 Near By Carrefour And Raya Fairway Commerical Original Pictures Are Attached,9.75 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_brand_new_100ft_road_ultra_modern_designed_luxury_bungalow_for_sale_at_prime_location_in_dha_phase_7_near_by_carrefour_and_raya_fairway_commerical_original_pictures_are_attached-54379963-1450-1.html,House,For Sale,7 hours ago
Get Possession On 30% In Proper Gated Community,1.1 Crore,"Bedian Road, Lahore",2,3,2 Kanal,https://www.zameen.com/Property/lahore_bedian_road_get_possession_on_30_in_proper_gated_community-54235293-378-1.html,Farm House,For Sale,7 hours ago
1 Kanal Beautifully Designed Spanish House for Sale in DHA Phase 6,8.5 Crore,"DHA Phase 6, DHA Defence",6,7,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_beautifully_designed_spanish_house_for_sale_in_dha_phase_6-54452431-1448-1.html,House,For Sale,7 hours ago
Contemporary Luxury 10 Marla House Available In DHA Phase 6 Lahore,4.9 Crore,"DHA Phase 6, DHA Defence",4,5,10 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_6_contemporary_luxury_10_marla_house_available_in_dha_phase_6_lahore-54057330-1448-1.html,House,For Sale,7 hours ago
Get In Touch Now To Buy A 1 Kanal House In DHA Phase 7 - Block W Lahore,8.5 Crore,"DHA Phase 7 - Block W, DHA Phase 7",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_w_get_in_touch_now_to_buy_a_1_kanal_house_in_dha_phase_7_-_block_w_lahore-53075328-1630-1.html,House,For Sale,6 hours ago
2 Kanal Slightly Used Well Maintained 6-Bed Modern Design Most Beautiful Full Basement Swimming Pool Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market .,25.5 Crore,"DHA Phase 5 - Block J, DHA Phase 5",6,7,2 Kanal,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_j_2_kanal_slightly_used_well_maintained_6-bed_modern_design_most_beautiful_full_basement_swimming_pool_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-53350597-1606-1.html,House,For Sale,6 hours ago
2 Kanal Corner Used Modern Design 6-Bedroom Bungalow For Sale At Prime Location Of Dha Lahore Near To Park Masjid & Commercial Market .,11.5 Crore,"DHA Phase 2 - Block V, DHA Phase 2",6,7,2 Kanal,https://www.zameen.com/Property/dha_phase_2_dha_phase_2_-_block_v_2_kanal_corner_used_modern_design_6-bedroom_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-53351758-1575-1.html,House,For Sale,6 hours ago
One Kanal Slightly Used Ultra Modern Design Well Maintained Owner Build Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid &Amp; Commercial Market,7.9 Crore,"DHA Phase 1 - Block M, DHA Phase 1",4,5,1 Kanal,https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_block_m_one_kanal_slightly_used_ultra_modern_design_well_maintained_owner_build_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_amp_commercial_market-53381966-1653-1.html,House,For Sale,6 hours ago
One Kanal Slightly Used Ultra Modern Designer Owner Build Fully Furnished Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market,9.75 Crore,"DHA Phase 5 - Block A, DHA Phase 5",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_a_one_kanal_slightly_used_ultra_modern_designer_owner_build_fully_furnished_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-53402039-1598-1.html,House,For Sale,6 hours ago
One Kanal Used Modern Design Owner Build House For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market.,6.5 Crore,"DHA Phase 3 - Block W, DHA Phase 3",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_3_dha_phase_3_-_block_w_one_kanal_used_modern_design_owner_build_house_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-53477950-1584-1.html,House,For Sale,6 hours ago
One Kanal Slightly Luxury Modern Design Most Beautiful Full Basement Fully Furnished Bungalow 15KV Solar Installed For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market.,10.65 Crore,"DHA Phase 5 - Block B, DHA Phase 5",6,7,1 Kanal,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_b_one_kanal_slightly_luxury_modern_design_most_beautiful_full_basement_fully_furnished_bungalow_15kv_solar_installed_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-53528132-1599-1.html,N/A,N/A,N/A
One Kanal Used Modern Design Owner Build Well Maintained Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market,7.25 Crore,"DHA Phase 4 - Block AA, DHA Phase 4",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_aa_one_kanal_used_modern_design_owner_build_well_maintained_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-53541004-1589-1.html,House,For Sale,6 hours ago
5 Marla Beautiful House For Sale In Central Park Housing Scheme Lahore,1.95 Crore,"Central Park Housing Scheme, Lahore",4,5,5 Marla,https://www.zameen.com/Property/lahore_central_park_housing_scheme_5_marla_beautiful_house_for_sale_in_central_park_housing_scheme_lahore-54220563-1013-1.html,House,For Sale,21 hours ago
5 Marla Modern Design House 6Kv Solar Installed For Sale,2.35 Crore,"Central Park Housing Scheme, Lahore",4,5,5 Marla,https://www.zameen.com/Property/lahore_central_park_housing_scheme_5_marla_modern_design_house_6kv_solar_installed_for_sale-54406320-1013-1.html,House,For Sale,21 hours ago
"Next-Level Living Awaits Fully Furnished Luxury Bungalow With Complete Basement, 6 Master Bedrooms, Swimming Pool, Home Theatre & Lift For Sale In DHA Phase 6 Block K | Premium Construction By Wall Green Realtors",24.8 Crore,"DHA Phase 6, DHA Defence",6,7,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_next-level_living_awaits_fully_furnished_luxury_bungalow_with_complete_basement_6_master_bedrooms_swimming_pool_home_theatre_lift_for_sale_in_dha_phase_6_block_k_premium_construction_by_wall_green_realtors-54395672-1448-1.html,House,For Sale,21 hours ago
"DHA Phase 6 Luxury Masterpiece Fully Furnished 1-Kanal Residence with 5 Elegant Bedrooms, Full Basement, Private Home Theatre & Stunning Japanese Garden | Prime Location | Demand 24 Crore (Negotiable)",24 Crore,"DHA Phase 6, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_dha_phase_6_luxury_masterpiece_fully_furnished_1-kanal_residence_with_5_elegant_bedrooms_full_basement_private_home_theatre_stunning_japanese_garden_prime_location_demand_24_crore_negotiable-54350713-1448-1.html,House,For Sale,21 hours ago
"DHA Phase 5 Luxury Living 22, Marla Brand New Fully Furnished Modern House With Basement, Home Theatre, 6 Bedrooms, Prime Location Demand 21 Crore (Negotiable), Easy Deal",21 Crore,"DHA Phase 5, DHA Defence",6,7,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_5_dha_phase_5_luxury_living_22_marla_brand_new_fully_furnished_modern_house_with_basement_home_theatre_6_bedrooms_prime_location_demand_21_crore_negotiable_easy_deal-54100527-1447-1.html,House,For Sale,21 hours ago
